ROW_ID,conversion
0,0.03223746
1,0.00012523525
2,0.09418857
3,0.00016603974
4,0.21943145
5,0.021012457
6,0.0001264067
7,0.021474237
8,0.1806807
9,0.00014996518
10,0.00015096707
11,0.32296467
12,0.23908944
13,0.023663634
14,0.085388385
15,0.00022246683
16,0.25991112
17,0.00011628369
18,0.00021691227
19,0.00017270225
20,0.075880714
21,0.2093914
22,0.42711115
23,9.034739e-05
24,0.00011506682
25,9.244916e-05
26,0.0656686
27,0.0001575818
28,0.080762684
29,0.27264655
30,0.000119709715
31,0.11791679
32,0.0002029974
33,0.06293207
34,0.039124038
35,0.65364385
36,0.05654974
37,0.038259786
38,0.00028218792
39,0.31664312
40,0.03993819
41,0.00012735535
42,0.0001270841
43,0.02912827
44,0.11702268
45,0.068370044
46,0.031748902
47,0.053169634
48,0.050552037
49,0.00018791652
50,0.078687124
51,0.047899928
52,0.0001467784
53,0.00011227969
54,0.14664836
55,9.875481e-05
56,0.116398886
57,0.0002022021
58,0.32822973
59,0.00024106406
60,0.10652521
61,0.00014298965
62,0.0382364
63,0.16004059
64,0.00013953506
65,0.00010207125
66,0.00010447622
67,0.018159822
68,0.32444596
69,0.24908727
70,8.941155e-05
71,8.814711e-05
72,0.00012380048
73,0.14210051
74,0.00017455565
75,0.6360609
76,0.087942906
77,0.00015361291
78,0.06259768
79,0.0938661
80,9.930232e-05
81,0.00012604764
82,0.1437818
83,0.056997012
84,0.00015341413
85,0.00016118345
86,0.00016517943
87,0.00016917846
88,0.17157741
89,0.013775489
90,0.046559423
91,0.24855895
92,0.1686434
93,0.1409919
94,0.018973611
95,0.029659627
96,0.0001681625
97,0.00014349159
98,0.00015412511
99,0.06654814
100,0.21993053
101,0.120968975
102,0.10769721
103,0.00018826034
104,0.000389156
105,0.035275243
106,0.018098256
107,0.42204988
108,0.05110095
109,0.15507011
110,0.00590014
111,0.00027933103
112,0.1393135
113,0.00015948556
114,0.07825173
115,0.082651526
116,8.703124e-05
117,0.05854513
118,0.2973324
119,0.18464172
120,0.39734232
121,0.095556796
122,9.127344e-05
123,0.0001789126
124,0.00014447338
125,0.16896804
126,0.00030776244
127,0.06301515
128,0.00021409545
129,0.02470043
130,0.00018687198
131,0.00013176653
132,0.20619704
133,0.298955
134,0.028926222
135,0.09326583
136,9.637929e-05
137,0.3213851
138,0.00017353057
139,0.00014325099
140,0.5077332
141,0.00022175866
142,0.00013308939
143,0.1461326
144,0.3216452
145,0.052160595
146,0.04260325
147,0.00014198208
148,0.00019760474
149,0.029574968
150,0.0001777509
151,0.00014782394
152,0.06835859
153,0.053421643
154,0.00013266543
155,0.1587468
156,0.016307617
157,0.11228606
158,0.015999991
159,0.026392581
160,0.17770684
161,0.03427968
162,0.04968963
163,0.030582745
164,0.22176608
165,0.00018021434
166,0.19479223
167,0.37710613
168,0.00021356985
169,0.14235482
170,0.29410344
171,0.12171269
172,0.00018914683
173,8.2291925e-05
174,0.00014475509
175,0.00012433261
176,0.00020336221
177,0.000104365485
178,0.00016261527
179,0.12334733
180,0.00020020905
181,0.16050467
182,0.00019580385
183,0.0001212415
184,0.12784551
185,0.06834879
186,0.42041856
187,0.00011035348
188,0.00012220022
189,0.000119572585
190,0.000102253325
191,0.00026518528
192,0.00010089298
193,0.009387463
194,0.00041652366
195,0.06097181
196,0.014880184
197,0.10013202
198,0.09998279
199,0.055028986
200,0.014475669
201,0.025591336
202,0.00011182687
203,0.00018506791
204,0.023644034
205,0.00020104538
206,0.35579866
207,0.030031648
208,0.054183614
209,0.0001788321
210,0.00022661017
211,0.00025691945
212,0.06698293
213,0.37994483
214,0.00012048203
215,0.019948918
216,0.020431742
217,0.00025677818
218,0.07470581
219,0.3079271
220,0.16726747
221,0.055433523
222,0.00017637762
223,0.33968335
224,0.00015700047
225,0.00019730933
226,0.01831598
227,0.0002474607
228,0.00018610025
229,0.00015694763
230,0.25533795
231,0.00013165425
232,0.057409417
233,0.00022918242
234,0.00012625333
235,0.04048821
236,8.441744e-05
237,0.049143445
238,0.00020410797
239,0.00012035032
240,0.00015316931
241,0.07474191
242,0.000115440715
243,0.000245756
244,0.00017856136
245,0.09097966
246,0.104454555
247,0.0001126311
248,0.036838654
249,0.19704619
250,0.52376366
251,0.075760596
252,0.11811079
253,0.00022395702
254,0.00023483492
255,0.32378718
256,0.0155095225
257,0.022225417
258,0.00023784132
259,0.14883555
260,0.10477497
261,0.00010604512
262,0.087673984
263,0.018364046
