ROW_ID,conversion
0,0.048276424
1,8.145863e-05
2,0.100901
3,0.00010498353
4,0.23644002
5,0.016232612
6,7.8119374e-05
7,0.03567312
8,0.16602717
9,7.068334e-05
10,8.706311e-05
11,0.28284153
12,0.26483262
13,0.02389583
14,0.116664514
15,7.012709e-05
16,0.31490216
17,7.482632e-05
18,0.00011006427
19,9.27968e-05
20,0.057058807
21,0.2572133
22,0.35844597
23,6.702465e-05
24,6.748707e-05
25,6.1657716e-05
26,0.095830865
27,8.355825e-05
28,0.09597057
29,0.23176946
30,7.499597e-05
31,0.09547034
32,0.00010411758
33,0.06376448
34,0.03537775
35,0.5954123
36,0.06513423
37,0.0607827
38,0.000113922004
39,0.32250506
40,0.07132809
41,7.359513e-05
42,8.3467625e-05
43,0.03581134
44,0.12744021
45,0.06830004
46,0.032991126
47,0.05111848
48,0.059885312
49,9.846078e-05
50,0.084091134
51,0.090691335
52,9.260807e-05
53,8.589852e-05
54,0.1709207
55,7.514065e-05
56,0.11364661
57,8.9821486e-05
58,0.35336468
59,0.000101287245
60,0.07022829
61,7.3574854e-05
62,0.052054796
63,0.21788442
64,9.188781e-05
65,7.772607e-05
66,9.5908974e-05
67,0.021623433
68,0.3350376
69,0.3620426
70,6.687124e-05
71,6.544747e-05
72,0.00010071228
73,0.14732246
74,8.523532e-05
75,0.6564056
76,0.1223157
77,8.491568e-05
78,0.05279693
79,0.12320378
80,8.60644e-05
81,8.0973274e-05
82,0.19864373
83,0.060248986
84,8.658489e-05
85,9.745773e-05
86,0.00010051223
87,8.815686e-05
88,0.27071816
89,0.016206658
90,0.06014067
91,0.23057532
92,0.26374847
93,0.1807508
94,0.03417802
95,0.026420454
96,0.0001133409
97,8.545326e-05
98,6.272988e-05
99,0.09290406
100,0.25334147
101,0.156393
102,0.115313515
103,8.620428e-05
104,0.00012709961
105,0.046679463
106,0.02818188
107,0.2836588
108,0.0959762
109,0.1831175
110,0.010953686
111,0.00011469087
112,0.20603807
113,0.00013233226
114,0.07314542
115,0.16552468
116,7.440544e-05
117,0.07877796
118,0.24061558
119,0.20383747
120,0.47071186
121,0.08106517
122,6.735732e-05
123,9.217337e-05
124,9.614238e-05
125,0.14634705
126,0.00012590915
127,0.083383374
128,0.00012495887
129,0.0370488
130,8.5063744e-05
131,8.301492e-05
132,0.2178895
133,0.25287077
134,0.026655823
135,0.0973312
136,6.089132e-05
137,0.37514392
138,8.423708e-05
139,7.845502e-05
140,0.472588
141,9.3030096e-05
142,8.179872e-05
143,0.22522426
144,0.37462047
145,0.054559942
146,0.06479901
147,9.241443e-05
148,8.164769e-05
149,0.03812325
150,8.825182e-05
151,9.300294e-05
152,0.092649825
153,0.080648825
154,9.158216e-05
155,0.10828683
156,0.023713095
157,0.117462054
158,0.024065906
159,0.041890908
160,0.18885279
161,0.04039781
162,0.051493898
163,0.03357354
164,0.2626613
165,0.00010079835
166,0.2053183
167,0.4547716
168,9.0218855e-05
169,0.14383501
170,0.33530033
171,0.16469955
172,8.832557e-05
173,6.4765336e-05
174,8.949822e-05
175,6.779087e-05
176,0.00010237676
177,8.769838e-05
178,9.6093805e-05
179,0.12532201
180,9.5372074e-05
181,0.23904262
182,8.1261336e-05
183,0.000108851964
184,0.15719649
185,0.07072928
186,0.43773583
187,0.0001027387
188,7.747986e-05
189,7.808817e-05
190,7.891099e-05
191,9.501125e-05
192,6.234059e-05
193,0.012516063
194,0.000113762966
195,0.053533174
196,0.016703395
197,0.10144116
198,0.08172263
199,0.050511688
200,0.022585526
201,0.034997262
202,9.085627e-05
203,9.643537e-05
204,0.04493238
205,9.000077e-05
206,0.4081401
207,0.032824975
208,0.08869532
209,8.53824e-05
210,8.8173925e-05
211,0.0001475537
212,0.06816465
213,0.35383162
214,8.8912806e-05
215,0.012896431
216,0.027493719
217,0.00014483489
218,0.13374956
219,0.31278458
220,0.24139369
221,0.044545762
222,8.361149e-05
223,0.37191823
224,0.000101280006
225,9.042841e-05
226,0.02573945
227,0.00013272997
228,7.978462e-05
229,7.1349445e-05
230,0.27303493
231,8.255288e-05
232,0.11460065
233,0.00013793976
234,8.215441e-05
235,0.066894114
236,7.42476e-05
237,0.037017718
238,8.805293e-05
239,9.034394e-05
240,9.345251e-05
241,0.078043744
242,6.966479e-05
243,0.00010707547
244,0.00012611858
245,0.15206957
246,0.17015018
247,7.498417e-05
248,0.05924507
249,0.29113993
250,0.4103619
251,0.06447634
252,0.16906667
253,9.001348e-05
254,9.8870805e-05
255,0.37887222
256,0.028470917
257,0.041960638
258,0.000116589465
259,0.15508415
260,0.15454786
261,7.932852e-05
262,0.13649818
263,0.03179114
264,0.00010490919
265,0.1646812
266,8.8363646e-05
267,0.06539049
268,9.418836e-05
269,6.931986e-05
270,0.0968036
271,8.748798e-05
272,0.37212282
273,0.12072566
274,0.12898214
275,7.569889e-05
276,0.00011258847
277,8.2217965e-05
278,0.036412727
279,9.019012e-05
280,8.534211e-05
281,0.229632
282,8.089131e-05
283,9.960352e-05
284,0.00010649191
285,8.5358624e-05
286,0.051800996
287,7.6042124e-05
288,9.9444085e-05
289,0.5928152
290,7.6717966e-05
291,0.12958059
292,0.5616016
293,0.29206693
294,0.0001160463
295,9.365065e-05
296,0.115154885
297,0.39873135
298,9.363136e-05
299,0.31741706
300,7.158723e-05
301,0.22632629
302,0.030597247
303,8.992768e-05
304,6.4120264e-05
305,8.5944164e-05
306,0.12941462
307,5.751914e-05
308,0.12433046
309,8.607244e-05
310,8.943074e-05
311,7.9318306e-05
312,8.7590066e-05
313,0.27631205
314,0.09380352
315,8.7814544e-05
316,9.768476e-05
317,0.13721487
318,0.00010387491
319,8.447631e-05
320,0.10572874
321,0.3134835
322,0.16687599
323,0.058380786
324,0.12361249
325,0.06611128
326,0.0001011855
327,0.27318573
328,0.036939014
329,7.95256e-05
330,6.353455e-05
331,0.00010717251
332,0.078334704
333,8.4667125e-05
334,0.00011697756
335,0.0144859785
336,0.35468316
337,0.03013589
338,5.6715533e-05
339,8.494532e-05
340,0.00010825386
341,7.875658e-05
342,8.424768e-05
343,0.06824332
344,7.560014e-05
345,0.28108576
346,0.25314587
347,0.052875947
348,0.00010447372
349,0.04904849
350,0.21553148
351,0.27106518
352,9.904293e-05
353,0.03433679
354,8.92137e-05
355,6.1792925e-05
356,0.4950716
357,8.8512075e-05
358,0.4081401
359,9.2518916e-05
360,0.074118316
361,0.08079124
362,0.036270916
363,0.000109455235
364,0.4174633
365,8.977492e-05
366,0.14116755
367,0.10587631
368,0.000103831735
369,0.19715594
370,9.816501e-05
371,9.6163654e-05
372,0.08178053
373,0.09473873
374,0.14877631
375,8.10044e-05
376,0.05441069
377,0.21947159
378,7.245195e-05
379,8.3379084e-05
380,8.436538e-05
381,0.041677807
382,8.688778e-05
383,7.265113e-05
384,0.056329258
385,0.00012791643
386,0.06784981
387,0.00012979137
388,7.758086e-05
389,0.00012282007
390,0.00010679343
391,8.255051e-05
392,8.8815694e-05
393,0.00010570026
394,0.14235032
395,0.065501936
396,6.29764e-05
397,0.000117210024
398,9.1253074e-05
399,8.175529e-05
400,0.23388256
401,0.07984445
402,7.214508e-05
403,0.24402201
404,0.028486643
405,0.061725687
406,8.3117025e-05
407,8.779244e-05
408,0.00011620078
409,0.015043201
410,0.04513078
411,0.09611391
412,0.21813971
413,8.6207474e-05
414,0.4506585
415,8.664874e-05
416,0.2147833
417,0.20373482
418,0.08003385
419,9.4724564e-05
420,0.10357758
421,9.201091e-05
422,0.029725837
423,0.081640854
424,9.829277e-05
425,0.07521009
426,0.00010574532
427,0.31104425
428,9.783904e-05
429,8.734327e-05
430,0.05679064
431,0.06174104
432,0.05658333
433,0.050349414
434,0.04402498
435,8.426576e-05
436,8.3852465e-05
437,0.039433
438,0.049368832
439,9.072683e-05
