ROW_ID,conversion
0,0.03470407
1,6.468503e-05
2,0.11001829
3,8.556057e-05
4,0.16970347
5,0.0060420213
6,5.004751e-05
7,0.037333168
8,0.27986735
9,7.683811e-05
10,6.0958195e-05
11,0.17503692
12,0.106745586
13,0.03625205
14,0.1729078
15,5.5239463e-05
16,0.33074862
17,5.069076e-05
18,6.938389e-05
19,8.4937055e-05
20,0.114544466
21,0.10907558
22,0.2729139
23,4.7695474e-05
24,5.6018638e-05
25,5.559968e-05
26,0.10099165
27,5.808728e-05
28,0.057749607
29,0.11274345
30,4.625646e-05
31,0.09033112
32,6.477497e-05
33,0.07422079
34,0.037575915
35,0.53611434
36,0.05907143
37,0.042264502
38,0.00014480148
39,0.1285209
40,0.055449616
41,7.6097764e-05
42,8.041669e-05
43,0.02989378
44,0.057611994
45,0.037238404
46,0.07545933
47,0.04733257
48,0.05829222
49,9.271834e-05
50,0.032462656
51,0.03180732
52,9.381315e-05
53,5.9714905e-05
54,0.22019447
55,5.531326e-05
56,0.09881321
57,4.9084047e-05
58,0.3809249
59,8.693254e-05
60,0.12017868
61,3.9924864e-05
62,0.061943978
63,0.105774604
64,8.34058e-05
65,5.5485012e-05
66,8.86578e-05
67,0.033389688
68,0.14603832
69,0.2415553
70,4.964551e-05
71,3.6132387e-05
72,5.005672e-05
73,0.080504775
74,5.445176e-05
75,0.63196874
76,0.058669604
77,7.314302e-05
78,0.032937847
79,0.06589069
80,7.136925e-05
81,5.3980035e-05
82,0.11043121
83,0.059340738
84,4.949566e-05
85,7.349512e-05
86,5.3865162e-05
87,6.693867e-05
88,0.11806608
89,0.017244952
90,0.020739932
91,0.2321283
92,0.13793486
93,0.1076402
94,0.034004945
95,0.035137758
96,9.2108436e-05
97,6.545864e-05
98,9.627954e-05
99,0.029996362
100,0.122464776
101,0.12875189
102,0.16592754
103,9.234643e-05
104,8.1100545e-05
105,0.030442405
106,0.010687524
107,0.183314
108,0.08671656
109,0.091351904
110,0.0070998967
111,3.5928013e-05
112,0.23428299
113,8.789706e-05
114,0.033708166
115,0.065304354
116,4.8108057e-05
117,0.11136454
118,0.26049313
119,0.11925483
120,0.22912227
121,0.09428655
122,5.671261e-05
123,6.76952e-05
124,3.688315e-05
125,0.058280285
126,5.827531e-05
127,0.06463927
128,4.230115e-05
129,0.022388415
130,4.5497854e-05
131,7.525768e-05
132,0.1589964
133,0.26634923
134,0.015756156
135,0.098356225
136,2.0248795e-05
137,0.28760982
138,4.3693602e-05
139,6.5730375e-05
140,0.5289897
141,7.5397395e-05
142,8.131366e-05
143,0.1661543
144,0.18591274
145,0.049729828
146,0.09181498
147,5.1563475e-05
148,6.3240834e-05
149,0.021561861
150,3.612002e-05
151,7.4819254e-05
152,0.039158445
153,0.1183453
154,7.0456685e-05
155,0.16135655
