ROW_ID,conversion
0,0.012123939
1,3.2419357e-05
2,0.09570083
3,7.8900004e-05
4,0.19144855
5,0.0037900496
6,3.757982e-05
7,0.03177436
8,0.18476117
9,3.6425598e-05
10,7.2464936e-05
11,0.27803835
12,0.23169084
13,0.01905343
14,0.13950215
15,5.734132e-05
16,0.3189576
17,4.781853e-05
18,6.616348e-05
19,5.534793e-05
20,0.087371826
21,0.1649168
22,0.36041218
23,4.6434532e-05
24,4.142778e-05
25,3.981122e-05
26,0.067419276
27,3.8326063e-05
28,0.064613834
29,0.19602312
30,3.4923796e-05
31,0.08518569
32,5.549591e-05
33,0.07461026
34,0.09670815
35,0.50470495
36,0.056739006
37,0.05769139
38,7.473283e-05
39,0.20174778
40,0.03968063
41,7.7270466e-05
42,7.465975e-05
43,0.043905377
44,0.13413432
45,0.032305732
46,0.028016329
47,0.052818947
48,0.033082593
49,5.770033e-05
50,0.040855937
51,0.07574231
52,6.401115e-05
53,4.628117e-05
54,0.21254922
55,4.2852527e-05
56,0.15316243
57,5.6595218e-05
58,0.32706097
59,6.582496e-05
60,0.14788225
61,3.6236874e-05
62,0.051193796
63,0.15680633
64,0.00010707752
65,3.2871016e-05
66,6.8538844e-05
67,0.020040132
68,0.23331629
69,0.2510729
70,5.969412e-05
71,2.7839867e-05
72,3.963927e-05
73,0.14612767
74,4.2968215e-05
75,0.677927
76,0.09701271
77,5.518997e-05
78,0.07216102
79,0.06786079
80,5.0975803e-05
81,4.8930753e-05
82,0.17408295
83,0.051963344
84,5.2436662e-05
85,8.311607e-05
86,7.984361e-05
87,5.8305664e-05
88,0.23216002
89,0.018137578
90,0.039570708
91,0.24478987
92,0.19431297
93,0.08151526
94,0.042748477
95,0.019056771
96,5.6188554e-05
97,7.968699e-05
98,4.6823745e-05
99,0.04872415
100,0.16668925
101,0.12047516
102,0.07155332
103,5.4406755e-05
104,0.00011426559
105,0.023892762
106,0.014323364
107,0.39511785
108,0.091191486
109,0.056934115
110,0.0075820796
111,4.0092204e-05
112,0.22581276
113,8.7077235e-05
114,0.06762614
115,0.0891052
116,2.7918379e-05
117,0.08123101
118,0.17256656
119,0.0996835
120,0.4697755
121,0.08368424
122,2.99599e-05
123,5.31131e-05
124,3.0383864e-05
125,0.08237737
126,4.1628722e-05
127,0.0673248
128,6.0433686e-05
129,0.02696819
130,2.155386e-05
131,4.3184948e-05
132,0.20003521
133,0.2350653
134,0.011010766
135,0.1201249
136,3.0751395e-05
137,0.25099182
138,5.537955e-05
139,4.0917166e-05
140,0.46474648
141,8.955833e-05
142,6.441917e-05
143,0.27419809
144,0.27616715
145,0.043955795
146,0.055887654
147,5.04367e-05
148,4.564305e-05
149,0.028206218
150,5.1210114e-05
151,5.8747468e-05
152,0.082375064
153,0.091064446
154,5.6849873e-05
155,0.114385575
156,0.032269653
157,0.11313608
158,0.045899194
159,0.05708551
160,0.1621789
161,0.029119559
162,0.050344426
163,0.07647898
164,0.21932809
165,6.02016e-05
166,0.19663312
167,0.3090335
168,5.1838197e-05
169,0.06396932
170,0.27890062
171,0.0747073
172,4.5886965e-05
173,3.2523807e-05
174,7.536727e-05
175,5.9365775e-05
176,5.268306e-05
177,5.1205177e-05
178,5.2018644e-05
179,0.07430285
180,6.526598e-05
