ROW_ID,conversion
0,0.01876883340507964
1,0.01876883340507964
2,0.08333333333333333
3,0.13075780089153047
4,0.090929203539823
5,0.01876883340507964
6,0.01092896174863388
7,0.03150525087514586
8,0.01876883340507964
9,0.05092592592592592
10,0.1095679012345679
11,0.23843416370106763
12,0.11904761904761904
13,0.04035752979414951
14,0.090929203539823
15,0.1095679012345679
16,0.23843416370106763
17,0.03231644260599793
18,0.1095679012345679
19,0.1095679012345679
20,0.03150525087514586
21,0.0
22,0.21205357142857142
23,0.04035752979414951
24,0.03231644260599793
25,0.03231644260599793
26,0.10176678445229682
27,0.03231644260599793
28,0.10176678445229682
29,0.1454849498327759
30,0.01092896174863388
31,0.1095679012345679
32,0.01876883340507964
33,0.03231644260599793
34,0.01876883340507964
35,0.4411764705882353
36,0.13075780089153047
37,0.03150525087514586
38,0.1095679012345679
39,0.13211223694466095
40,0.04662643993417444
41,0.05288888888888889
42,0.01876883340507964
43,0.03231644260599793
44,0.04035752979414951
45,0.04035752979414951
46,0.01876883340507964
47,0.01876883340507964
48,0.01876883340507964
49,0.12289156626506025
50,0.0914396887159533
51,0.01876883340507964
52,0.12289156626506025
53,0.03968253968253968
54,0.1095679012345679
55,0.0914396887159533
56,0.090929203539823
57,0.01876883340507964
58,0.056943056943056944
59,0.04662643993417444
60,0.04035752979414951
61,0.01876883340507964
62,0.03968253968253968
63,0.21205357142857142
64,0.03150525087514586
65,0.01876883340507964
66,0.03150525087514586
67,0.01876883340507964
68,0.3130148270181219
69,0.15730337078651685
70,0.03231644260599793
71,0.04035752979414951
72,0.090929203539823
73,0.11904761904761904
74,0.06805555555555555
75,0.3679890560875513
76,0.04129263913824058
77,0.15087719298245614
78,0.01876883340507964
79,0.06805555555555555
80,0.1095679012345679
81,0.1095679012345679
82,0.21205357142857142
83,0.13075780089153047
84,0.01876883340507964
85,0.090929203539823
86,0.01876883340507964
87,0.01876883340507964
88,0.21205357142857142
89,0.01876883340507964
90,0.01876883340507964
91,0.12289156626506025
92,0.090929203539823
93,0.13211223694466095
94,0.03231644260599793
95,0.01876883340507964
96,0.04662643993417444
97,0.13211223694466095
98,0.01876883340507964
99,0.04035752979414951
100,0.13211223694466095
101,0.12289156626506025
102,0.1095679012345679
103,0.04035752979414951
104,0.090929203539823
105,0.01876883340507964
106,0.01876883340507964
107,0.04662643993417444
108,0.04129263913824058
109,0.056943056943056944
110,0.008244994110718492
111,0.056943056943056944
112,0.1095679012345679
113,0.10176678445229682
114,0.03231644260599793
115,0.13075780089153047
116,0.21205357142857142
117,0.04035752979414951
118,0.1095679012345679
119,0.2256203115983843
120,0.23843416370106763
121,0.05288888888888889
122,0.03150525087514586
123,0.04035752979414951
124,0.090929203539823
125,0.090929203539823
126,0.008244994110718492
127,0.01876883340507964
128,0.01876883340507964
129,0.03150525087514586
130,0.01876883340507964
131,0.030303030303030304
132,0.13211223694466095
133,0.1454849498327759
134,0.01876883340507964
135,0.1095679012345679
136,0.01876883340507964
137,0.056943056943056944
138,0.090929203539823
139,0.01876883340507964
140,0.8076923076923077
141,0.15087719298245614
142,0.15087719298245614
143,0.1095679012345679
144,0.20300751879699247
145,0.03231644260599793
146,0.21205357142857142
147,0.090929203539823
148,0.03231644260599793
149,0.03150525087514586
150,0.04662643993417444
151,0.1095679012345679
152,0.01092896174863388
153,0.05288888888888889
154,0.008244994110718492
155,0.03231644260599793
156,0.01876883340507964
157,0.03968253968253968
158,0.01876883340507964
159,0.01876883340507964
160,0.056943056943056944
161,0.01876883340507964
162,0.05092592592592592
163,0.01876883340507964
164,0.1095679012345679
165,0.0914396887159533
